accession,organism_name,tax_id,fppl_name,priority,release_date,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,bioproject_accession,study_accession,platform,instrument_model,library_strategy,library_source,library_selection
ERR16015612,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014161,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015636,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014169,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015626,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:11:40,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013105,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:05:45,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013101,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013338,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015617,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015624,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015492,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:11:40,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014171,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014174,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015504,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013124,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015629,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015560,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013099,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16012954,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013041,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014200,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014203,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014196,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015645,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013123,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015616,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013121,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014179,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:05:45,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013103,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014189,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:05:45,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015643,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013119,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015632,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014180,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015609,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015608,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013133,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013131,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015577,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015559,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015508,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015558,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014150,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014182,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013336,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015620,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015598,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015610,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013337,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015557,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16012853,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015630,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013130,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015497,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014191,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013104,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015506,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014154,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014156,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014162,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015605,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-27 01:07:48,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015583,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015639,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014155,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014158,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013118,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015478,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015644,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015592,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015603,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013117,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014192,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015589,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015623,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015505,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015491,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16014168,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015614,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:37,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015631,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16015640,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:38,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013108,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:19:35,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16012961,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
ERR16013334,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-26 22:09:36,,,,,,,unknown,"College of Life and Health Sciences, Northeastern University",university,,,ILLUMINA,HiSeq X Ten,WGS,GENOMIC,RANDOM
