accession,organism_name,tax_id,fppl_name,priority,release_date,assembly_level,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,biosample_owner,assembly_submitter,bioproject_accession,genome_size_bp,gc_percent
GCA_019364515.1,Fusarium circinatum,48490,Fusarium spp.,High,2021-07-28,Scaffold,1988,"USA: Florida, Maytown",Pinus elliottii,,,temperate coniferous forest biome [ENVO:01000211],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA595555,45419940,47.0
GCA_019364535.1,Fusarium circinatum,48490,Fusarium spp.,High,2021-07-28,Scaffold,1977,USA: Georgia,Pinus elliottii,,,temperate coniferous forest biome [ENVO:01000211],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA595555,45152605,47.5
GCA_021436885.1,Fusarium circinatum,48490,Fusarium spp.,High,2022-01-11,Chromosome,2005,Colombia: Vivero [Penas Negras],Pinus patula,,,Pinus patula seedling,plant,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",agriculture,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria","Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",PRJNA680205,46833576,47.0
GCA_021436905.1,Fusarium circinatum,48490,Fusarium spp.,High,2022-01-20,Chromosome,2000,Mexico: Jalisco,Pinus douglasiana,,,Pinus douglasiana,plant,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",agriculture,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria","Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",PRJNA681180,45984420,47.0
GCA_021513745.1,Fusarium circinatum,48490,Fusarium spp.,High,2022-01-20,Chromosome,2005,Colombia: Penas Negras,Pinus patula,,,Pinus patula seedling,plant,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",agriculture,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria","Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",PRJNA680580,44917253,47.0
GCA_021513755.1,Fusarium circinatum,48490,Fusarium spp.,High,2022-01-19,Chromosome,2009-10,"South Africa: Maclear, Eastern Cape",Pinus greggii,,,Pinus greggii tree,plant,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",agriculture,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria","Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",PRJNA682334,45548900,47.0
GCA_024056715.1,Fusarium circinatum,48490,Fusarium spp.,High,2022-07-05,Chromosome,2000,Mexico: Northeastern Michoacan,Pinus teocote,Tree,,Pinus teocota tree,plant,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",agriculture,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria","Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",PRJNA682967,46694243,47.0
GCA_024514935.1,Fusarium circinatum,48490,Fusarium spp.,High,2022-08-03,Chromosome,2009-10,"South Africa: Maclear, Eastern Cape",Pinus greggii,,,Pinus greggii tree,plant,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",agriculture,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria","Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",PRJNA719068,44825310,47.5
GCA_037043895.1,Fusarium circinatum,48490,Fusarium spp.,High,2024-03-06,Contig,2021-10/2022-04,China:Qingdao,Gallus gallus,feces of laying hens,,,animal,Qingdao Agricultural University,agriculture,Qingdao Agricultural University,Qingdao Agricultural University,PRJNA1025352,43065380,48.0
GCA_040114195.1,Fusarium circinatum,48490,Fusarium spp.,High,2024-06-10,Scaffold,2021-12-01,USA: Nebraska,corn,plant,,,plant,university of florida,university,university of florida,university of florida,PRJNA1047553,44890472,48.5
GCA_004367485.1,Fusarium citri,2495903,Fusarium spp.,High,2019-03-22,Scaffold,2008,Canada,Avena sativa,,,agricultural field,plant,Robert Proctor's shared submissions,other,Robert Proctor's shared submissions,"US Department of Agriculture, Agriculture Research Service",PRJNA436969,37871789,48.5
GCA_044646745.1,Fusarium clavum,2594811,Fusarium spp.,High,2024-11-07,Scaffold,2017,USA: Arizona,Southwest white pine,,,Tree nursery,plant,Colorado State University,university,Colorado State University,Colorado State University,PRJNA1020449,39869869,48.0
GCA_004367155.1,Fusarium clavum,2594811,Fusarium spp.,High,2019-03-22,Scaffold,2008,Canada,oats (Avena sativa),,,agricultural field,plant,Robert Proctor's shared submissions,other,Robert Proctor's shared submissions,"US Department of Agriculture, Agriculture Research Service",PRJNA436969,38600640,48.5
GCF_003316985.1,Fusarium coffeatum,231269,Fusarium spp.,High,2018-07-13,Contig,2009-04-16,"Australia: Queensland, Clifton",Sorghum bicolor,,,,plant,CSIRO,agriculture,CSIRO,CSIRO,PRJNA437524,37769732,48.5
GCA_003316985.1,Fusarium coffeatum,231269,Fusarium spp.,High,2018-07-13,Contig,2009-04-16,"Australia: Queensland, Clifton",Sorghum bicolor,,,,plant,CSIRO,agriculture,CSIRO,CSIRO,PRJNA437524,37769732,48.5
GCA_004367465.1,Fusarium coffeatum,231269,Fusarium spp.,High,2019-03-22,Scaffold,,"Italy: Apulia, Taranto",Sorghum halepense,,,agricultural field,plant,Robert Proctor's shared submissions,other,Robert Proctor's shared submissions,"US Department of Agriculture, Agriculture Research Service",PRJNA436969,37034964,48.5
GCA_013781345.1,Fusarium coicis,1567539,Fusarium spp.,High,2020-07-27,Scaffold,2005-06-10,"Australia: Queensland, Mareeba",Coix gasteenii,Plant,,,plant,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA565749,42721782,49.0
GCA_023065405.1,Fusarium commune,249398,Fusarium spp.,High,2022-04-20,Contig,2013,China: Jiangxi,lotus,root,,,plant,Jiangxi Agricultural University,agriculture,Jiangxi Agricultural University,Jiangxi Agricultural University,PRJNA788990,46148238,47.5
GCA_001599515.1,Fusarium commune,249398,Fusarium spp.,High,2016-03-01,Scaffold,,,,,,,unknown,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",research_institute,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies","RIKEN Center for Life Science Technologies, Division of Genomic Technologies",PRJDB3637,46178503,47.5
GCA_013618355.1,Fusarium commune,249398,Fusarium spp.,High,2020-07-24,Scaffold,,USA,,,,,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA596290,48078067,48.0
GCA_033782975.1,Fusarium commune,249398,Fusarium spp.,High,2023-11-17,Contig,2021-12-30,China:Guangdong,sugarcane,,,,plant,Guangxi University,university,Guangxi University,Guangxi University,PRJNA1029782,47303747,48.0
GCA_033782995.1,Fusarium commune,249398,Fusarium spp.,High,2023-11-17,Contig,2021-12-30,China:Guangdong,sugarcane,,,,plant,Guangxi University,university,Guangxi University,Guangxi University,PRJNA1029782,48236101,48.0
GCA_034642005.1,Fusarium commune,249398,Fusarium spp.,High,2023-12-26,Scaffold,2016,"South Korea: Yeongcheon, Gyeongbuk",Onion,bulb,,,plant,"National Institute of Horticultural and Herbal Science, RDA",other,"National Institute of Horticultural and Herbal Science, RDA","National Institute of Horticultural and Herbal Science, RDA",PRJNA1029349,63669101,47.5
GCA_044646975.1,Fusarium commune,249398,Fusarium spp.,High,2024-11-07,Scaffold,2006,Algeria,tomato,,,Greenhouse,plant,Colorado State University,university,Colorado State University,Colorado State University,PRJNA1020449,45663449,48.0
GCA_044647265.1,Fusarium commune,249398,Fusarium spp.,High,2024-11-07,Scaffold,2017,USA: Oregon,Douglas-fir,,,Tree nursery,plant,Colorado State University,university,Colorado State University,Colorado State University,PRJNA1020449,49909956,47.5
GCA_044647275.1,Fusarium commune,249398,Fusarium spp.,High,2024-11-07,Scaffold,2017,USA: Oregon,Douglas-fir,,,Tree nursery,plant,Colorado State University,university,Colorado State University,Colorado State University,PRJNA1020449,48801057,48.0
GCA_044647375.1,Fusarium commune,249398,Fusarium spp.,High,2024-11-07,Scaffold,2017,USA: New Mexico,Ponderosa pine,,,Tree nursery,plant,Colorado State University,university,Colorado State University,Colorado State University,PRJNA1020449,46755791,48.0
GCA_044647445.1,Fusarium commune,249398,Fusarium spp.,High,2024-11-07,Scaffold,2017,South Korea,rice,,,Greenhouse,plant,Colorado State University,university,Colorado State University,Colorado State University,PRJNA1020449,45916770,47.5
GCA_052058685.1,Fusarium commune,249398,Fusarium spp.,High,2025-08-15,Contig,1985-08-24,,,,,,unknown,dsm-firmenich,other,dsm-firmenich,dsm-firmenich,PRJNA1193992,51285027,48.0
GCA_037577415.1,Fusarium compactum,867872,Fusarium spp.,High,2024-03-26,Contig,2023-08-23,China:Yunnan,,wheat scab,,,plant,CAS Key Laboratory for Plant Diversity and Biogeography of East Asia,other,CAS Key Laboratory for Plant Diversity and Biogeography of East Asia,CAS Key Laboratory for Plant Diversity and Biogeography of East Asia,PRJNA1055346,38764329,48.0
GCA_014824425.1,Fusarium concentricum,48491,Fusarium spp.,High,2020-09-30,Scaffold,,Germany: Berlin,Musa x paradisiaca,,,,plant,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA565749,43124130,49.0
GCA_013184415.1,Fusarium concolor,48492,Fusarium spp.,High,2020-05-28,Scaffold,,South Africa,,,,,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA485357,49594271,48.0
GCA_013184455.1,Fusarium continuum,1566354,Fusarium spp.,High,2020-05-28,Scaffold,2010,"China: Shaanxi Province, Fuping County",Zanthoxylum bungeanum,,,,animal,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA488083,38094324,49.5
GCA_017656915.1,Fusarium cortaderiae,281068,Fusarium spp.,High,2021-04-02,Scaffold,1965,New Zealand,Cortaderia selloana,,,,unknown,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA677929,37069992,48.0
GCA_009617495.1,Fusarium cortaderiae,281068,Fusarium spp.,High,2019-11-06,Scaffold,2012-09-10,Brazil: Parana,Triticum aestivum,freshly harvested wheat grains,,,plant,University of Sao Paulo,university,University of Sao Paulo,University of Sao Paulo,PRJNA542165,37336102,48.0
GCA_013184305.1,Fusarium cortaderiae,281068,Fusarium spp.,High,2020-05-28,Scaffold,,New Zealand,Cortaderia sp.,,,,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA436741,36615541,48.5
GCA_017656885.1,Fusarium cortaderiae,281068,Fusarium spp.,High,2021-04-02,Scaffold,,Brazil,wheat,,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA677929,36712207,48.0
GCA_017656935.1,Fusarium cortaderiae,281068,Fusarium spp.,High,2021-04-02,Scaffold,,New Zealand,maize,,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA677929,36711727,48.0
GCA_051942735.1,Fusarium cortaderiae,281068,Fusarium spp.,High,2025-08-12,Scaffold,2025-05,Brazil: Rio Grande do Sul,,rhizosphere of barley plant,,Pampa biome,plant,Campinas State University  (UNICAMP),university,Campinas State University  (UNICAMP),Campinas State University (UNICAMP),PRJNA1267482,36637167,48.5
GCA_016952355.1,Fusarium culmorum,5516,Fusarium spp.,High,2020-11-16,Complete Genome,2008-02,,Leymus mollis,,,,plant,Chinese Academy of Forestry,other,Chinese Academy of Forestry,Chinese Academy of Forestry,PRJNA643593,37519305,47.5
GCA_003033665.1,Fusarium culmorum,5516,Fusarium spp.,High,2018-04-04,Contig,1994-09,Netherlands,,"sandy dune soil, lime-poor, acidic",,,plant,NIOO-KNAW,other,NIOO-KNAW,NIOO-KNAW,PRJNA375977,38110313,47.5
GCA_013618375.1,Fusarium culmorum,5516,Fusarium spp.,High,2020-07-24,Scaffold,,Denmark,Barley,barley kernel,,barley kernel,plant,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA436741,36459726,48.5
GCA_019055245.1,Fusarium culmorum,5516,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,37306606,47.5
GCA_041380385.1,Fusarium culmorum,5516,Fusarium spp.,High,2024-08-20,Scaffold,2020-08,Canada,,cannabis,,agricultural,plant,Simon Fraser University,university,Simon Fraser University,Simon Fraser University,PRJNA1055066,37142720,47.5
GCA_050516595.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-05-22,Contig,2024,Iraq: Karbala,wheat,Wheat seedlings,,,plant,University of Kerbala,university,University of Kerbala,University of Kerbala,PRJNA1247588,38332036,47.5
GCA_052570695.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1989,United Kingdom,Euphorbia pulcherrima,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,38629255,48.0
GCA_052570705.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1986,United Kingdom,Triticum,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,36767533,48.0
GCA_052570715.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1982,United Kingdom,Triticum,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,36581123,48.0
GCA_052570805.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1976,United Kingdom,Hordeum,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,36528668,48.0
GCA_052570815.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1968,United Kingdom,Zea mays,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,37408816,48.0
GCA_052570865.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1957,United Kingdom,Poaceae,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,37654930,48.0
GCA_052571695.1,Fusarium culmorum,5516,Fusarium spp.,High,2025-09-12,Scaffold,1971,United Kingdom,Triticum,,,Isolated from plant,plant,University of Oxford,university,University of Oxford,University of Oxford,PRJNA1170473,39797774,48.0
GCA_900074845.1,Fusarium culmorum,5516,Fusarium spp.,High,2016-07-09,Chromosome,,,,,,,unknown,EBI,research_institute,EBI,ROTHAMSTED RESEARCH,PRJEB12835,41928875,47.5
GCA_001680505.1,Fusarium cuneirostrum,235271,Fusarium spp.,High,2016-07-06,Contig,1992,USA:Michigan,,soil,,,environment,Iowa State University,university,Iowa State University,Iowa State University,PRJNA289542,49007756,51.0
GCA_014824385.1,Fusarium cyanostomum,1237069,Fusarium spp.,High,2020-09-30,Scaffold,,France,,,,,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA614465,38350644,52.0
GCA_045528825.1,Fusarium cyanostomum,1237069,Fusarium spp.,High,2024-12-02,Scaffold,1999,France,,"Buxus sempervirens, bark",,,plant,Kazimierz Wielki University,university,Kazimierz Wielki University,Kazimierz Wielki University,PRJNA1161821,37562893,52.5
GCA_057128215.1,Fusarium decemcellulare,57161,Fusarium spp.,High,2026-04-30,Contig,2022-10,Colombia:Arauca,Theobroma cacao,,,agricultural biome,plant,AGROSAVIA,other,AGROSAVIA,AGROSAVIA,PRJNA1406723,54628402,50.5
GCA_013266205.1,Fusarium decemcellulare,57161,Fusarium spp.,High,2020-06-03,Scaffold,,Dominican Republic,Coffea sp.,,,,plant,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA596284,53686487,52.0
GCA_027627305.1,Fusarium decemcellulare,57161,Fusarium spp.,High,2023-01-10,Scaffold,2020,Viet Nam: Ba Be Nationalpark,,,,woodland,plant,TU Dresden - IHI Zittau,other,TU Dresden - IHI Zittau,TU Dresden - IHI Zittau,PRJNA858405,50541515,50.0
GCA_045526855.1,Fusarium delphinoides,582650,Fusarium spp.,High,2024-12-02,Scaffold,2006,South Africa,,"Hoodia gordonii, lesions on stem",,,plant,Kazimierz Wielki University,university,Kazimierz Wielki University,Kazimierz Wielki University,PRJNA1161812,34493612,49.0
GCA_013396175.1,Fusarium denticulatum,48507,Fusarium spp.,High,2020-07-10,Scaffold,,USA: Louisiana,Ipomoea batatas,Plant,,,plant,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA565749,43161494,48.5
GCA_017140155.1,Fusarium devonianum,2951723,Fusarium spp.,High,2021-03-02,Scaffold,,"United Kingdom: Devon, England",Ruscus aculeatus,,,Butcher's broom,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA596292,32968512,52.5
GCA_013623525.1,Fusarium dimerum,57145,Fusarium spp.,High,2020-07-24,Scaffold,,Romania,,soap,,soap,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA416189,37608502,48.5
GCA_045526845.1,Fusarium dimerum,57145,Fusarium spp.,High,2024-12-02,Scaffold,2000,Netherlands,,blood from patient with acute myeloide leukaemia,,,human,Kazimierz Wielki University,university,Kazimierz Wielki University,Kazimierz Wielki University,PRJNA1161813,34774153,49.0
GCA_013186775.1,Fusarium dlaminii,42669,Fusarium spp.,High,2020-05-29,Contig,,"South Africa: Transkei, Butterworth",,soil debris from agricultural field,,,environment,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA565749,44062281,48.5
GCA_013618395.1,Fusarium domesticum,225610,Fusarium spp.,High,2020-07-24,Scaffold,,Switzerland,cheese,Swiss Raclette cheese,,Swiss Raclette cheese,food,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA416189,32578673,49.0
GCA_057676085.1,Fusarium drepaniforme,2951361,Fusarium spp.,High,2026-05-21,Scaffold,,Singapore,Xyleborini sp.,Unknown host tree,,ENVO:01001243,plant,NVWA,public_health,NVWA,NVWA,PRJNA1255138,48541851,50.5
GCA_012978555.1,Fusarium drepaniforme,2951361,Fusarium spp.,High,2020-05-06,Scaffold,,Singapore,,,,,unknown,"US Department of Agriculture, Agriculture Research Service",agriculture,"US Department of Agriculture, Agriculture Research Service","US Department of Agriculture, Agriculture Research Service",PRJNA511036,48125938,51.0
GCA_057674645.1,Fusarium duplospermum,1325734,Fusarium spp.,High,2026-05-21,Scaffold,2012-05-11,"USA: Florida, Miami-Dade County",Euwallacea perbrevis,Persea americana,,ENVO:00000117,animal,NVWA,public_health,NVWA,NVWA,PRJNA1255138,47688954,50.5
GCA_003946985.1,Fusarium duplospermum,1325734,Fusarium spp.,High,2018-12-14,Scaffold,2012-06-01,USA: Florida,Euwallacea sp. #2,beetle collected from Persea americana,,cropland biome,plant,"University of California, Riverside",university,"University of California, Riverside","University of California, Riverside",PRJNA389173,47510963,51.0
GCA_057674665.1,Fusarium duplospermum,1325734,Fusarium spp.,High,2026-05-21,Scaffold,2012-05-11,"USA: Florida, Miami-Dade County",Euwallacea perbrevis,Persea americana,,ENVO:00000117,animal,NVWA,public_health,NVWA,NVWA,PRJNA1255138,48469068,50.5
GCA_052857265.1,Fusarium equiseti,61235,Fusarium spp.,High,2025-09-26,Scaffold,2014-01,"India: Marakam, Tamil Nadu",Suaeda filiformis,leaves,,Saline habitat,plant,"University of Agricultural Sciences, Bangalore",agriculture,"University of Agricultural Sciences, Bangalore","University of Agricultural Sciences, Bangalore",PRJNA727435,36506656,48.0
GCA_002894235.1,Fusarium equiseti,61235,Fusarium spp.,High,2018-01-22,Scaffold,2008-11-11,"Australia: Western Australia, Tammin",wheat,,,,plant,CSIRO,agriculture,CSIRO,CSIRO,PRJNA361522,39599530,48.5
GCA_003313175.1,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-11,Contig,2015-09-26,China: Gannan,Naked Barley,rot root,,,plant,Gansu Academy of Agricultural Sciences,agriculture,Gansu Academy of Agricultural Sciences,Gansu Academy of Agricultural Sciences,PRJNA473205,40776005,48.0
GCA_003316835.1,Fusarium equiseti,61235,Fusarium spp.,High,2018-07-13,Scaffold,2015-09-26,China: Gannan,,Naked Barley,,,plant,Gansu Academy of Agricultural Sciences,agriculture,Gansu Academy of Agricultural Sciences,Gansu Academy of Agricultural Sciences,PRJNA473898,40554772,48.0
GCA_004367125.1,Fusarium equiseti,61235,Fusarium spp.,High,2019-03-22,Scaffold,2008,Canada,oats (Avena sativa),,,agricultural field,plant,Robert Proctor's shared submissions,other,Robert Proctor's shared submissions,"US Department of Agriculture, Agriculture Research Service",PRJNA436969,39962548,48.5
GCA_019054785.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39544788,48.0
GCA_019054855.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39755170,48.0
GCA_019054885.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39568918,48.0
GCA_019054915.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,37883758,48.5
GCA_019054925.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39159689,48.5
GCA_019054965.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39896817,48.0
GCA_019055005.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,40024657,48.0
GCA_019055015.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39011568,48.5
GCA_019055045.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,40582500,48.0
GCA_019055055.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,36924393,48.5
GCA_019055085.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39882586,48.0
GCA_019055105.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,40735501,48.0
GCA_019055125.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,41022192,48.0
GCA_019055145.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,40520773,48.0
GCA_019055165.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39013232,48.5
GCA_019055195.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,39503287,48.5
GCA_019055215.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-06-29,Scaffold,,Poland,Glycine max,Soybean grain,,,plant,University of Warmia and Mazury in Olsztyn,university,University of Warmia and Mazury in Olsztyn,University of Warmia and Mazury in Olsztyn,PRJNA730356,38277962,48.5
GCA_027945365.1,Fusarium equiseti,61235,Fusarium spp.,High,2023-01-24,Scaffold,2016-03-17,USA:Florida,Citrus sinensis L. Osbeck,,,subtropical biome [ENVO:01001832],plant,"University of California, Riverside",university,"University of California, Riverside","University of California, Riverside",PRJNA855134,37111087,48.0
GCA_038501615.1,Fusarium equiseti,61235,Fusarium spp.,High,2024-04-26,Contig,2023-02-27,China,,,,,unknown,South China University of Technology,university,South China University of Technology,South China University of Technology,PRJNA1076715,38494400,48.0
GCA_041438275.1,Fusarium equiseti,61235,Fusarium spp.,High,2024-08-22,Contig,2023-06-10,China: Guizhou,,Zunyi Tobacco Root Rot Development Area,,,plant,Guizhou Academy of Tobacco Science,other,Guizhou Academy of Tobacco Science,Guizhou Academy of Tobacco Science,PRJNA1097289,41944138,47.5
GCA_910393935.1,Fusarium equiseti,61235,Fusarium spp.,High,2021-07-07,Scaffold,2016,Kenya,,,,Soil,environment,EBI,research_institute,EBI,University of Nairobi,PRJEB39686,37882472,48.0
